player_id,first_name,last_name,full_name,team_abbreviation
1641794,Dillon,Jones,Dillon Jones,NYK
1641815,Isaiah,Stevens,Isaiah Stevens,SAC
1629660,Ty,Jerome,Ty Jerome,MEM
1642530,Yuki,Kawamura,Yuki Kawamura,CHI
1642400,Tristan,Enaruna,Tristan Enaruna,CLE
1630649,Stanley,Umude,Stanley Umude,SAS
1630249,Vít,Krejčí,Vít Krejčí,POR
1642917,Max,Shulga,Max Shulga,BOS
1629631,De'Andre,Hunter,De'Andre Hunter,SAC
203471,Dennis,Schröder,Dennis Schröder,CLE
1631165,Keon,Ellis,Keon Ellis,CLE
1628989,Kevin,Huerter,Kevin Huerter,DET
1627824,Guerschon,Yabusele,Guerschon Yabusele,CHI
1631093,Jaden,Ivey,Jaden Ivey,CHI
1630644,Mac,McClung,Mac McClung,CHI
1629014,Anfernee,Simons,Anfernee Simons,CHI
1629111,Jock,Landale,Jock Landale,ATL
202696,Nikola,Vučević,Nikola Vučević,BOS
1642383,Walter,Clayton Jr.,Walter Clayton Jr.,MEM
1630590,Scotty,Pippen Jr.,Scotty Pippen Jr.,MEM
1630703,Scoot,Henderson,Scoot Henderson,POR
1641707,Taylor,Hendricks,Taylor Hendricks,MEM
1642933,Keshon,Gilbert,Keshon Gilbert,WAS
1642272,Jared,McCain,Jared McCain,OKC
1626145,Tyus,Jones,Tyus Jones,DAL
1642358,AJ,Johnson,AJ Johnson,DAL
1628963,Marvin,Bagley III,Marvin Bagley III,DAL
1631246,Vince,Williams Jr.,Vince Williams Jr.,UTA
1629723,John,Konchar,John Konchar,UTA
1631159,Leonard,Miller,Leonard Miller,CHI
1642265,Rob,Dillingham,Rob Dillingham,CHI
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,UTA
1630208,Nick,Richards,Nick Richards,CHI
1629012,Collin,Sexton,Collin Sexton,CHI
1628379,Luke,Kennard,Luke Kennard,LAL
203937,Kyle,Anderson,Kyle Anderson,MEM
201935,James,Harden,James Harden,CLE
1630631,Jose,Alvarado,Jose Alvarado,NYK
1630625,Dalano,Banton,Dalano Banton,LAC
1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,TOR
1641763,Julian,Phillips,Julian Phillips,MIN
1630245,Ayo,Dosunmu,Ayo Dosunmu,MIN
1642402,Enrique,Freeman,Enrique Freeman,MIN
1631172,Ousmane,Dieng,Ousmane Dieng,MIL
1630560,Cam,Thomas,Cam Thomas,MIL
1628975,Jevon,Carter,Jevon Carter,ORL
1627741,Buddy,Hield,Buddy Hield,ATL
1629216,Gabe,Vincent,Gabe Vincent,ATL
1631116,Patrick,Baldwin Jr.,Patrick Baldwin Jr.,PHI
1630699,MarJon,Beauchamp,MarJon Beauchamp,PHI
1630543,Isaiah,Jackson,Isaiah Jackson,LAC
1641738,Kobe,Brown,Kobe Brown,IND
1631097,Bennedict,Mathurin,Bennedict Mathurin,LAC
1629599,Amir,Coffey,Amir Coffey,PHX
203114,Khris,Middleton,Khris Middleton,DAL
1630702,Jaden,Hardy,Jaden Hardy,WAS
1642955,Kadary,Richmond,Kadary Richmond,WAS
1630214,Xavier,Tillman,Xavier Tillman,CHA
1631207,Dalen,Terry,Dalen Terry,PHI
1629646,Charles,Bassey,Charles Bassey,PHI
1630534,Ochai,Agbaji,Ochai Agbaji,BKN
1631205,Buddy,Boeheim,Buddy Boeheim,OKC
1643133,Lawson,Lovering,Lawson Lovering,MEM
1642260,Nikola,Topić,Nikola Topić,OKC
1642396,Blake,Hinson,Blake Hinson,UTA
1631214,Alondes,Williams,Alondes Williams,WAS
1626166,Cameron,Payne,Cameron Payne,PHI
1631110,Jeremy,Sochan,Jeremy Sochan,NYK
204001,Kristaps,Porziņģis,Kristaps Porziņģis,GSW
1642354,KJ,Simpson,KJ Simpson,DEN
1631213,Tyrese,Martin,Tyrese Martin,PHI
1631211,Trevor,Keels,Trevor Keels,MIA
1642911,Rocco,Zikarsky,Rocco Zikarsky,MIN
1641712,Rayan,Rupert,Rayan Rupert,MEM
1630165,Killian,Hayes,Killian Hayes,SAC
1630228,Jonathan,Kuminga,Jonathan Kuminga,ATL
1642468,Darius,Brown,Darius Brown,CLE
1629632,Coby,White,Coby White,CHA
1627749,Dejounte,Murray,Dejounte Murray,NOP
1630625,Dalano,Banton,Dalano Banton,BOS
1642910,John,Tonje,John Tonje,BOS
