game_id,team,opponent,team_avg_height,opp_avg_height,lineup,minutes_played,period,points,opp_points,rebounds,opp_rebounds,assists,opp_assists,turnovers,opp_turnovers,fouls_committed,fouls_drawn,possessions,opp_possessions,fastbreak,from_turnover,second_chance,points_in_paint,opp_from_turnover,opp_fastbreak,opp_second_chance,opp_points_in_paint,unscaled_pace,game_number
22500033,CHA,MIA,79.0,77.2,"('Kon Knueppel', 'Miles Bridges', 'Ryan Kalkbrenner', 'Sion James', 'Tre Mann')",2.833333333333333,4,9,5,4,2,3,1,1,0,0,1,6.88,6.44,5.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,13.32,1
22500033,CHA,MIA,78.6,78.6,"('Kon Knueppel', 'Pat Connaughton', 'Ryan Kalkbrenner', 'Sion James', 'Tre Mann')",2.35,4,2,6,3,1,0,1,1,0,2,0,4.0,4.88,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,8.879999999999999,1
22500033,CHA,MIA,80.0,77.2,"('Kon Knueppel', 'Miles Bridges', 'Moussa Diabaté', 'Ryan Kalkbrenner', 'Tre Mann')",0.7166666666666666,4,0,2,0,1,0,1,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1
22500033,CHA,MIA,78.4,77.4,"('Kon Knueppel', 'Miles Bridges', 'Moussa Diabaté', 'Sion James', 'Tre Mann')",3.083333333333333,4,4,8,3,6,2,4,0,0,0,1,8.0,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,15.0,1
22500033,CHA,MIA,78.2,78.2,"('KJ Simpson', 'Liam McNeeley', 'Miles Bridges', 'Moussa Diabaté', 'Pat Connaughton')",4.238333333333332,1,8,20,2,2,1,6,3,0,1,2,10.76,12.0,0.0,0.0,0.0,4.0,7.0,3.0,2.0,8.0,22.76,1
22500033,CHA,MIA,78.8,76.8,"('Kon Knueppel', 'Liam McNeeley', 'Miles Bridges', 'Moussa Diabaté', 'Tre Mann')",0.4666666666666666,1,1,0,2,0,0,0,2,0,0,0,2.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,1
22500033,CHA,MIA,79.0,77.2,"('Kon Knueppel', 'Miles Bridges', 'Ryan Kalkbrenner', 'Sion James', 'Tre Mann')",7.199999999999999,1,24,33,6,3,4,7,2,0,3,4,15.76,17.44,0.0,0.0,4.0,14.0,5.0,5.0,0.0,10.0,33.2,1
22500033,CHA,MIA,79.4,77.2,"('Kon Knueppel', 'Liam McNeeley', 'Miles Bridges', 'Ryan Kalkbrenner', 'Tre Mann')",3.65,2,14,0,9,4,4,0,0,2,2,1,9.88,10.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,19.880000000000003,1
22500033,CHA,MIA,79.0,78.2,"('Kon Knueppel', 'Liam McNeeley', 'Ryan Kalkbrenner', 'Sion James', 'Tre Mann')",1.4,2,3,4,0,1,1,1,1,1,0,2,3.44,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,6.44,1
22500033,CHA,MIA,78.8,78.8,"('Kon Knueppel', 'Liam McNeeley', 'Miles Bridges', 'Moussa Diabaté', 'Tre Mann')",3.083333333333333,2,13,2,5,2,2,0,0,0,0,1,8.0,5.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,13.0,1
22500033,CHA,MIA,78.6,78.2,"('Kon Knueppel', 'Pat Connaughton', 'Ryan Kalkbrenner', 'Sion James', 'Tre Mann')",1.95,2,2,7,1,3,1,2,0,1,1,0,4.0,3.88,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,7.88,1
